a.id,a.pageRankScore,a.communityId
6456,0.6507816944021916,1137
7516,0.3972790483232435,2491
2445,0.5363753452933147,4889
2576,0.4452266018849847,7569
3524,0.6901189028909056,4889
7123,4.042528415791268,7569
8506,0.6196042997533797,7569
382,0.36985872758185445,8802
6613,0.44627683870500057,8355
8545,0.9214083889410563,4759
4705,0.9784769550778524,4889
7425,0.7524072249844748,1633
1638,0.3378755859423739,4759
14,0.25796021092216964,2491
1593,0.2877179028807797,1633
8583,0.8996582718359271,4759
8413,2.300299990880599,7569
7708,0.8967494499013331,1633
7803,0.5396342995560985,7569
7072,0.5635373994183084,4889
2423,0.26756875600012536,7569
107,0.23558870478445074,4889
5408,0.43192191864587404,1633
6976,0.5106347262926153,5925
2523,0.32719194659077133,2816
4537,0.6428778905469468,2182
9421,7.063278377125647,1633
7503,0.43559628060249306,2816
572,7.543003530791195,2182
2546,1.2030944840099453,7569
455,0.22723672451379098,5925
4468,0.6131130623109987,2182
4586,0.6878408016335397,6321
6424,0.3201884280758285,2491
1594,0.29016915587171727,5925
3445,0.4887954533070552,8355
8431,1.6294313486429226,8802
577,1.1181885356827055,7569
2497,0.3878646783448695,1137
6460,0.7308515869497244,4889
3547,1.1543527453529192,1137
7435,0.39991447990202067,1633
1731,0.32402903092146673,8655
1418,0.3649058127547261,8802
6462,0.6589245224565232,5925
8944,0.5909986988423805,1633
5599,0.4776548944926583,490
6049,0.3138998514234795,2851
4514,0.5298040116620037,1137
510,0.2181331373366334,5925
2541,1.0392095414791462,7569
1752,0.641894773560059,7569
1576,0.30472052475630557,7569
4407,0.34146080863095657,2182
7495,1.4245272258418906,7569
4603,0.3165738749691691,2851
345,0.15000000000000002,5925
7558,0.658459339916655,5925
8563,1.352386970626681,4889
9535,1.9862629403718752,2491
7144,0.6298574298442517,4569
8512,0.45324937973246676,4081
2596,0.612216743597032,7569
2429,0.2874159828792325,8802
4558,0.29558709699658575,2491
3532,0.9813817561193657,8655
6471,13.869114352529657,8355
1688,0.5729375864698683,9876
3482,0.465204545108951,5999
3983,0.46427570595637685,2182
9436,1.0240835090934768,2491
5491,0.621387305792535,9764
6747,0.5449388714995035,2491
7125,0.5650432376620733,2851
2527,0.30181444678009595,2182
4529,1.4623049463789568,8655
9577,1.1899386950250725,4569
4630,0.24536904986559913,8355
6076,2.783573949508944,8802
9832,2.3393063704877832,7569
5434,0.43937151860433565,2816
2457,0.32912739116897644,7569
1579,1.2512489907748983,8355
4424,0.6264143251778278,8802
8453,3.598384582653456,3293
5505,0.2091889054579715,7569
3859,0.36160552174953453,1633
8621,0.733348391964738,9876
6721,0.7944494023311547,2816
9525,1.5288382986346727,2491
8532,1.3846113489952558,2182
3611,0.7568775313309465,5925
7566,0.7709783818232849,8802
7581,0.5724971436274334,2816
8451,2.0709993218760583,490
8555,0.5791549436274938,5925
3582,0.3676033574164671,5925
3803,0.5939884849509445,2816
7460,0.3218763008322796,4889
1423,1.3201771517470016,2182
2437,0.33969299039720924,4081
2002,0.25445470415832566,2851
5407,0.41351940363930895,1633
4438,0.3496832203186877,8802
2433,0.3374835303464322,6321
5454,1.0529758828940219,7569
9472,1.8795986272375498,4889
5564,0.4523801241410792,490
9409,0.6874047770793313,2491
9407,1.508447910963428,4889
3416,0.44754791034325975,5925
2444,0.17302329262066649,2182
4704,0.4939523160426905,9876
2673,0.3713198114149543,8802
2577,0.2707388909753379,8403
9508,1.1671522717078893,7569
4694,0.3241205887790373,4569
6571,2.2047537069610956,2491
5140,4.42648668983622,7569
4519,0.5326311369341079,7569
4721,0.5514920662028673,8655
7491,0.33596127288840627,7569
6555,1.0009191124228773,4889
6499,0.31611229162924975,7569
5507,0.5696813252541639,2182
5999,0.2671789624390026,1137
4469,0.24793525378703582,4081
4564,0.338151675130098,9876
3454,0.49076117007133413,9764
8576,0.7998947775221762,1137
8515,0.4262707881467236,8655
2413,0.6287673794666935,7569
467,0.17901971144501747,490
5405,0.6099006416313271,8355
3434,0.6242174021421699,490
1417,0.3452859563257081,2491
4416,0.41072507820622206,2491
7662,1.7985736022220937,1633
534,0.5955361901663189,8655
8475,2.3897125879697647,8355
5508,1.0017535582708934,8655
5148,0.32226370587761993,1137
1524,1.164528306633942,4759
8679,0.7485810134935306,4569
6442,0.3804689664849922,7569
2518,0.3228457360263815,7569
487,1.3970407081436353,2851
2517,0.34642472639939564,4081
7235,1.5444810802494602,8655
4566,1.1565742386158864,4759
796,0.20699651743368502,7569
5538,0.8526883483711961,2851
8907,1.1866145890485218,7569
7653,0.6515177905104381,7569
431,0.18677592591802375,4081
5658,0.34131168970233466,7569
1541,0.294609371526344,2491
7959,0.25268127141858626,4569
4077,0.551748551488935,7569
424,0.23274977188262744,4569
7505,0.38541684965979905,8655
5470,1.822642666661389,2851
1585,0.28156120734687506,7569
3409,0.29771906259906444,5925
6522,0.31974968850351865,1137
7551,0.5550827072541415,2182
4435,0.2933322711803931,1633
9346,5.744726818701577,4569
5532,0.47056058967777237,9956
6525,0.5205488392654689,5925
4461,0.430606370336324,4569
5593,0.6271219510575088,9764
433,0.15000000000000002,5925
2467,0.3123496757625423,2816
4540,0.6369448030512248,7569
8405,0.3799223276210507,9876
7532,0.6685876381717872,7569
1299,0.3526514923667891,1137
6592,2.3686636822067992,1633
3699,0.3961455719926906,2182
4072,0.470578105197035,9764
2730,0.183598646124571,5925
96,0.26904863717900496,2491
9062,0.8540419387057823,5925
6880,0.3918103867340098,9956
6940,0.5425658306646061,2182
6189,0.6786249316177637,7569
9296,0.9511051990257315,9956
2833,1.0925575335855027,1633
568,0.7295134838317858,7569
7329,0.4248282344678877,4889
2478,0.40067335144308985,4889
9571,0.7796737678316817,8403
97,0.15000000000000002,9764
9493,1.7904533870400294,2491
3463,0.348793488935257,5925
1460,0.18984053342491536,7569
3516,0.5112747916084361,7569
7432,0.5875394672807099,8802
1273,0.5312907621817217,2491
9470,0.9746204345600017,9764
1226,0.47489798099975516,8403
683,0.6533254752777683,8355
9442,2.322874565671646,8802
2225,0.2870564571720912,2491
3074,0.21790980979857455,7569
3374,0.41023220168677,1633
4078,0.2586997081573271,5925
592,0.15000000000000002,7569
7775,0.47463258961977123,9764
3585,0.3418484677495229,4569
4408,0.37619544839365415,8802
1598,1.2819851535409363,5925
7475,1.2740286352788683,2816
6546,0.4680107405221718,2816
2526,0.9569936099531896,3293
2174,0.3001527657602222,2816
658,0.29770107629122244,7569
1898,0.7690981166545381,2182
7285,1.9506555767314862,8655
461,0.4008160099538434,1137
3489,0.37138191614788446,7569
4448,0.38580937822646333,1137
2747,0.345342802771949,7569
5433,0.4750449823476961,1137
6693,0.7089534971650415,5925
9566,1.3872110318330755,2491
9003,3.8208573288761705,5999
4202,0.41990592408497135,7569
3554,0.45406641625463307,2182
6577,0.4288434553366352,9764
9560,1.3908183663839877,490
439,0.4732612653954645,7569
5912,0.5369787839173865,2816
4535,0.24319818049783304,7569
6400,0.45025318914124723,7569
8890,2.157692272974175,2182
5495,1.6991529201392723,4889
1680,0.36483546770505565,7569
1516,0.36006626967391353,8355
6972,0.4213623879101071,5925
5162,12.3200238733749,1137
5572,0.5282034009865644,1633
5675,0.48905996049582523,4569
4049,0.4644355698635341,2816
8488,0.8816267402670468,1633
9748,1.3186707043891206,7569
6557,0.5628518036536848,2491
3476,0.829828350480843,4889
9027,1.595971414633338,4889
1520,0.4904018300905167,7569
500,0.28672194694560194,2816
4472,0.2913741692846835,7569
3453,0.21634065136630365,2491
4465,0.5452275982083092,2182
8553,2.1548864375448944,4759
1578,0.20825668291275523,5925
1572,0.20865623570031402,8655
4428,0.22273983091133165,3293
2403,0.47243120483682205,5925
5493,5.5904294661237595,1633
5659,0.43227382608486414,7569
8565,1.0165550804783368,2491
2629,0.9027759848525083,7569
2431,0.24209632090323935,7569
3488,0.4259019281763167,2816
2564,0.5563338346778823,5925
7101,1.0089373232500105,9876
4543,0.4616332107589481,8403
7481,0.38927931438120567,4889
8522,0.47287416171521185,2816
9976,5.546144735845225,5925
9851,4.870821679229479,7569
1491,0.2258251983202551,7569
4179,0.27935019577063497,7569
5598,0.8193687256853087,9764
8952,1.2160367343126377,7569
476,0.6493743568832046,1137
1408,0.23976080082044995,2816
3465,0.3704010372943232,490
7468,1.1850460743400333,9956
2496,1.009970883615104,8655
8441,0.6843743420989288,4759
1583,0.1971456930360652,9764
5788,0.5282688155688096,9876
5580,6.473364552341153,8355
3692,0.5591892317910685,2182
7938,0.5852782915867678,7569
6476,0.53749029981048,1137
7496,1.58400283920466,9956
6506,0.6643885984507392,2851
1795,0.4097145072663754,1137
8543,0.8738931373051756,5999
7433,0.5333510470553822,2816
2637,0.15000000000000002,5925
6652,0.8733929300833473,4889
6505,0.646027008190144,7569
3495,0.5185789823494821,5999
429,0.2580221593898068,4759
5438,0.2660168108389718,7569
238,0.19146738146313994,8655
462,0.386645669486283,6321
1575,0.3395178562005102,2491
2571,0.3627512454135367,490
5477,0.5226448364728464,2816
5573,1.3179958679653518,4759
2575,0.3389535753539262,4081
1631,0.1795406003053031,1137
7357,1.5054405878312858,5925
9555,1.5263501292079016,8802
3630,0.23245111778067054,7569
449,0.20732977345004808,2491
1133,0.5638374006102637,8802
6730,0.7024023047587055,7569
945,0.277862899455459,2491
4470,2.1546227725310394,2491
3055,0.296237684250969,2851
3404,0.5211239504266384,2491
3485,1.2704149075756672,7569
588,0.3676393327804469,7569
4466,0.45124871667238253,5999
2909,0.3943218835966524,2491
4532,0.736788114490578,9956
5588,1.0282035750967609,9876
8749,0.5112993243704599,2816
562,3.5729772787631933,2816
5776,0.44567784870040894,4569
6585,0.5216435205047194,2816
7003,0.6277485761946188,8655
6491,0.9347834278212869,1633
6553,4.046747845523366,1633
1496,0.4409173076865387,4889
2732,0.21443262546097824,2851
6497,0.5068866041770268,2851
1173,0.32323049576220075,8655
5548,0.4148133266092337,2851
8496,2.5085790496787324,6321
9625,1.2766684189074706,5925
9069,11.261661656875386,1137
9543,3.6454097848259073,2491
9356,2.7471507631623755,4889
4617,1.0691179535247197,7569
1773,0.9187210215986307,4889
3327,0.5965940990469684,7569
9711,2.4227666007971673,7569
4660,0.7021315882677878,2816
7018,0.7162394748963669,8802
8957,1.0065719051692985,4889
9637,1.5499222741070708,7569
5746,0.5592363854863077,8355
9915,2.5041533291298967,5925
8293,0.9973696490019589,2851
9816,2.7031234400384325,7569
2060,0.6765125324345808,4759
5360,2.1744222078796436,7569
8211,3.6619894966493174,8802
9975,5.23417251517134,8655
2775,0.5493928616087467,2491
9998,12.293901244707937,7569
9968,5.533497645078776,8655
9979,7.690987279169966,2816
9527,1.0772587940701814,1633
5515,0.35665595327043187,2816
361,0.29215519459756323,5925
9261,0.5782106055818909,4569
2626,0.6802680043816997,5925
8184,0.4105427984312909,2816
9466,2.272982690552983,4759
9310,1.0096279952884664,9956
9797,1.9993115090134226,7569
6997,0.6455438390835699,4889
3972,0.4846061063538171,1137
4325,0.4594179471862866,9764
6824,0.514786045876084,1633
3150,0.38860803603517874,8655
9394,0.8245848505538494,1633
9047,7.414184730052495,1633
1996,0.3269289762254497,4759
4154,0.4819949542607155,2182
3386,0.6243557457256083,8802
2509,0.2403091619352835,6321
5506,0.3145113293482169,2851
7482,0.6980409834802037,8655
7000,6.831862027454274,9876
1338,0.5475484599824924,7569
8255,5.228888839690595,7569
5130,1.454363721165667,5925
7211,0.8651898770855994,9956
9178,2.4096348312556355,7569
4484,0.30975378845964074,1633
8358,0.9108630890545726,7569
5046,0.49138182296894295,8655
8458,1.193763464336532,5999
147,0.23215425955523727,7569
3510,0.3799714487485783,9764
5557,0.32573003184970745,1633
7934,0.584654264098068,7569
9819,2.1664263160100052,5925
5804,0.8581960568576816,1633
8589,1.3348544865909384,7569
9971,19.645394521547466,9764
7596,0.8060379268791428,4081
6014,0.3556639927293798,4889
9654,1.250205534402932,1633
9259,1.1291394703842466,1633
2584,0.8982501452963594,490
8965,0.4624964975269949,9764
9416,0.9082338550191408,7569
9999,13.082483525614633,4889
3986,1.132765607454071,7569
9440,1.0825530470261147,2851
7543,0.7134405425054708,7569
7970,0.6867666609464526,4889
9171,0.7137678621957363,1137
9392,0.8199091894677679,2491
2238,0.8256803821772051,1633
9739,2.265175517958597,2816
447,0.8078689285957413,2816
275,1.0326026497219407,2182
6252,13.669140736334363,1633
7197,1.0839061676946882,2816
4859,8.547829201595148,2182
8650,8.942295942354525,1633
9701,2.4143350095290224,5925
1600,1.3193364146531137,6321
9672,4.333618151428934,2491
3937,6.464643783319703,5925
4383,1.7857806947738406,8355
9366,5.721126681401237,8802
5691,1.3419995742617845,7569
3329,0.8922705541329746,1137
8321,3.739668748713646,4889
7154,5.855954759776115,1137
9894,7.962079420403035,1633
3951,1.006612963794028,7569
3797,0.2431819065013018,8655
7669,0.727322093081191,1633
7914,0.7562656540793935,2182
6085,0.554019828044243,9876
4747,0.3382253934389184,7569
3149,0.6997074284832913,8802
8102,1.131624737585328,5925
7033,1.473481927538743,490
7098,1.7311037761641932,4889
8157,2.250449043402382,2182
9441,1.4884189343815195,8802
9430,3.5591577022005083,5925
1378,0.2830178705424709,2816
9866,4.900635734360493,4889
5028,0.44548027634149356,2816
4720,0.47477659024105473,7569
9273,1.0396495785380897,2491
4393,0.8425101344883982,1137
9884,5.463893001570184,5925
9992,10.118529833391003,7569
9542,9.407161120022646,7569
3415,0.4555455421162089,7569
9986,16.766873072544332,5925
7995,0.6274542885993655,9764
7947,1.3222595450160137,7569
6707,1.2576906418921803,7569
9101,1.9442421859045962,2491
9124,4.041795931255765,5925
9136,1.4242801021112288,2816
9202,2.080869501400711,2851
5122,0.9798915412762322,8802
9985,12.746192099747027,2816
6634,0.4023776641573496,2851
7458,0.8277769495873698,2491
6071,0.6070034555461938,8403
2380,0.7412203964078223,5925
7253,1.8819295799796874,5925
5185,1.5740584193812373,5925
9113,4.539840948777221,4889
6351,5.052492138334713,2491
9883,18.333915718802874,7569
7593,0.9474106181902033,5925
9266,2.9250223061989447,2851
1136,0.3550964733363438,5925
2115,0.3138107025772498,2182
9613,1.6776006541756634,8655
8414,0.7246422992062158,9876
8874,0.8863267271239894,9764
9286,1.2339917552886093,5999
5181,0.27714680222520804,2182
5616,0.4947405521820899,4569
9510,4.974855808250865,4081
3614,0.8368114781813093,4569
8561,1.079340093751639,8802
1459,2.594384265623089,2491
45,1.7825833417212635,8655
9553,14.951439290878223,8355
5142,4.54818426652066,2491
9656,1.5401839040313563,9876
8985,1.4532753488092434,2491
3770,0.618964865578443,7569
9215,1.1855732805556736,4569
8229,0.526518904913573,7569
2424,0.7981642895311669,9956
9663,9.312007693769948,2182
7222,1.332285611618438,2491
2889,0.3733906876301231,2491
5790,1.6232185791647826,2182
8128,0.7098725200153584,7569
9129,0.8120083188188152,4569
6963,0.34363152410906556,1137
381,0.24854388749778236,4759
8351,0.5744867396999492,2491
9828,1.5382638532188262,4569
9916,2.3942503123184133,4759
6809,0.2974873034860614,8355
3849,1.1010539736832992,1633
3138,0.3208809689097083,4569
8964,0.7016956957023844,9764
9973,4.537533560066592,8655
9655,2.0741884749784356,9764
9924,2.3179554580886363,5925
5138,0.39327980157500914,1633
7328,0.5766665544425302,2851
9808,0.8678172080609895,2851
4649,0.3254481550997438,5999
8706,1.29674129112538,2182
8226,0.9399631350429187,2182
9751,7.1799716886798475,8655
8773,3.983431646649819,4569
5198,1.5133067644136564,2182
1355,0.246373499481522,8355
9558,2.932233595971394,1137
9503,6.8069247466735705,9876
1981,0.30855039088494274,7569
5225,0.31605335201605483,7569
3686,0.6842921346183907,8802
1836,0.27890936084654944,9876
9036,4.559311357254362,4889
7374,1.7561932533540687,7569
9983,35.814621142021686,7569
8484,0.8297850196971843,8802
3431,0.4980544366339822,8802
5973,0.5810070355740896,9956
8834,0.8090623448592575,1137
4170,0.6984491508845665,2491
8062,0.6992405358922085,4569
9664,6.444679282494329,1137
6793,3.9948896689960445,7569
9267,9.585190282066122,8355
9762,18.66390059741522,8802
6098,4.901596979157251,3293
8013,0.9359777978326868,2816
7891,1.2388582361711125,9876
9125,5.616511904298195,2816
2190,0.4198920026549093,1137
7670,0.835530923977006,2851
79,0.32530478149102837,2816
9668,6.582733949372782,1137
8733,0.5937281434375014,8802
9863,2.2663851942920132,4889
9995,7.9964477836494385,2491
1712,0.9860590293944254,4889
3613,1.0519476151330354,4889
1102,0.36888920437497597,8355
7811,0.7931078612729043,9876
9925,3.0936947294335218,7569
8943,0.7183874277587238,8655
9949,2.2655859147287494,7569
8971,2.0379153565198926,4081
9342,1.3027272725861083,4081
4255,0.4478514987595623,5999
9599,1.616612749946369,2182
7547,0.4557572533138961,9876
5237,0.5597208779930337,7569
7359,0.90836314658971,4569
7527,0.3875392091119191,2182
8118,0.5047803064885367,2182
3754,0.34168377498794716,2851
6855,0.40470529230717034,2851
7165,5.466773692438172,2491
5591,1.957089469201,4889
6672,2.3765351899975706,4889
5850,0.45342641955180985,2851
4887,0.9303671630486781,5925
3393,0.5135032702041111,8355
9682,1.5992333457066328,4889
5274,2.1024005160092605,8802
5154,0.6583284477063639,9956
8695,15.465044046603317,490
4272,2.1430887640604497,5925
6907,0.6716526346848386,5925
3549,0.5031561637496106,4889
3317,1.9743991726167327,2182
4384,1.1250603862724788,4081
9485,3.3382160244010883,2182
7078,1.6345749330385924,2182
8875,3.528999134041317,2851
9698,1.2851723555994112,4569
6776,0.4645929351491458,7569
9889,3.329001503613696,5925
9177,3.012013274180244,1633
9689,2.0866064769346973,8802
8630,2.0651476054706928,6321
7264,3.579904454985112,7569
6251,7.990207446030238,4889
8155,1.513350827889775,5925
8432,4.080406447696384,2491
6395,7.794426497273142,4889
9953,6.464575101102025,5925
7582,1.655407152702936,2182
1436,0.4646338993057871,8802
4707,0.5080272803009386,9876
9930,2.79238612066229,9876
9666,1.7206155541863735,8355
6050,0.3346820356457495,7569
4290,0.3261364084419092,4889
5291,0.46340029437310176,8355
7805,0.7655081882450817,2182
9697,4.020295210578332,8403
9840,11.077683677526965,9876
5430,1.4143433653852735,4889
9679,1.2733537597209754,8802
9988,6.259072392717712,4889
5645,0.6409169421414598,2851
3830,0.5761687433993735,2851
1390,0.25349682328517587,9764
9236,0.9238369034961762,8403
8134,3.7053143855524264,7569
9498,3.408699983699397,9764
4030,1.5063922004155417,9764
8166,0.7725755994877136,4889
3303,0.8277463146404659,8355
9665,1.590995883448118,7569
4115,0.35651961677516425,4569
9905,3.1355083298088036,8655
2746,1.1701244378757523,4759
6808,1.301663296326679,8802
6059,0.7939239295362646,2816
3982,1.6405219899825267,2816
9913,2.378578543495073,4759
3796,0.7974762397200227,7569
9746,2.009734944235367,2491
2083,1.6219994749410753,8655
2765,0.7297062725341507,7569
2458,2.7196338371743622,5925
5990,0.7997752415856059,8802
9871,4.497437141171818,8655
6487,0.5183526674652575,2816
6299,0.4149055544548208,7569
9951,4.832903691982206,4889
3397,0.38548246337893943,4759
7381,0.5958649458662284,9876
6551,24.973020849675095,7569
7286,2.247326860713023,2182
9993,33.62973353897921,1137
6045,0.6297426540238118,9876
5184,1.8460079120538264,9764
9586,9.635256587931085,1137
8300,1.9922018101012748,8655
9300,4.299216308041217,7569
6906,1.148516091233765,490
9048,4.201045292976992,8355
2713,0.9111148203687218,490
8266,2.7347815325128475,2491
7682,2.585839358277394,2491
9982,51.297696520172444,4759
9199,1.340672426526352,2851
9217,1.319482095144059,2491
9107,2.5254887336162954,8655
6431,0.458059139333334,1633
6511,0.4217180010554144,8802
2384,0.3139786764013649,4889
9151,0.8654358228413427,4759
4642,0.5021233343351099,2182
9825,2.1378999394145084,4569
4235,0.4534085870371273,9764
9617,1.955670729331337,8802
2802,0.4053901925370953,1633
6262,3.765341314023596,8655
9730,4.556933543906207,8355
6320,1.3961345921258002,8655
6159,0.34269738611326117,8802
7128,0.4186266044738331,4759
8514,0.49304507145929427,2816
9989,8.041618999666403,2491
8075,0.6782964131321612,4889
4901,1.1037968745058793,1137
1217,2.7232978024959436,4759
8359,0.9765786411625932,4889
9962,4.859305429627517,7569
8785,0.5670332040700075,9956
9038,0.48802369011052543,2816
9643,0.8356925905351994,4569
9996,8.799876197746695,8655
4014,0.5233053877530993,5925
8141,1.5957178104498515,8655
1334,0.30672739863422555,2816
7912,0.8554071555369362,7569
8338,0.788102964496151,5925
9911,2.757221653383486,7569
8427,0.39770311440268996,5925
8779,0.5600581669527914,8802
5934,0.5230537435545781,9764
9612,1.5269007564444397,7569
1974,1.4037553871019322,2851
5791,0.9721070287645539,4081
8299,3.4045223538395972,7569
5261,8.47037138809694,4759
4493,2.0704574674006055,4569
5611,0.23026039315985872,9764
6636,0.39533700986266934,7569
7181,0.5617842341437244,8802
9291,0.9461373495190333,4569
7590,0.6164806544904134,2851
9135,10.25142547762992,2851
9870,4.328893194954467,7569
6352,1.182281906428166,8655
7322,0.7614559526836882,1137
8634,0.8981000240517686,7569
6532,0.3090076615130212,1633
9154,0.6177319774492072,7569
9591,1.2480686247907402,4889
8492,0.8732206584709765,7569
8709,1.4442776996392617,4889
1149,0.7601572546148619,2851
9809,3.248048662945174,2182
5348,0.5572778318887576,5925
9576,4.960046106194234,4081
7175,0.45160460208212067,5925
5042,1.0839431976343405,7569
9777,2.1966423511357007,7569
8247,0.44417613149105545,9956
9853,2.760002692854746,4569
8736,0.6024656043757456,8802
4004,0.41506936837482544,490
5535,0.6576319976158589,2182
5956,0.6862988687558352,2491
8754,0.6684241748661025,2491
6185,0.8964698421266358,8355
9932,3.3163071291569928,8355
1298,0.3003469072653502,7569
4489,0.27153899996406444,4889
2110,0.2909343241407809,7569
9181,1.3556244354596976,2851
1855,0.8780719415762013,4569
5296,1.0137900539108102,8655
9795,11.456121276939804,2851
4927,0.7729153491523304,1137
3318,1.0647356934014263,2182
8808,2.178981968446453,1633
7066,2.327731802359248,2851
9872,8.575992249784345,9956
5174,1.159185165328026,7569
1411,0.7321707792262094,4569
3206,0.7287195588987669,9764
2405,0.5627930346980495,5925
9950,15.34744862796245,2816
9763,4.677898274058258,7569
7752,0.9645031677802054,9876
8233,3.572722824209593,7569
9784,16.264799995259374,1137
4282,4.423647344676409,1633
6120,2.7268209649668105,5925
7750,1.0170542218307728,5999
7640,1.3142604702595149,7569
9821,4.4079460487945745,2182
9569,0.7120473321129516,4759
934,0.22912412709038246,2816
1060,0.44372456197064486,2182
9464,5.919950728806205,1137
7862,1.2583625463942436,5925
1992,0.7598320847497022,2491
9699,1.3427838251578255,2182
8786,0.9974970617447438,8655
9636,1.4115093253103677,2182
9806,2.0606720960906273,7569
4858,0.5200059537996388,1633
9444,2.420116333895994,490
7998,0.8736303951165594,5925
8292,0.6456226579838465,5925
715,0.2655836010791642,8802
4779,0.4654847085039782,2491
